cluster_id,keyphrase,tf_score,bug_id,priority
226,bookmarks tasks reassigning,0.382,11417,P5
226,bookmark provider,0.183,16959,P5
226,bookmark,0.166,2864,P3
226,bookmarks,0.148,16959,P5
226,bookmarks,0.114,10341,P1
226,bookmark file,0.109,16959,P5
226,bookmark page,0.104,2864,P3
226,bookmarks,0.097,2864,P3
226,provider bookmark provider,0.07,16959,P5
226,bookmark provider bookmark provider,0.07,16959,P5
226,implement bookmark,0.07,16959,P5
226,implement bookmark provider,0.07,16959,P5
227,steps type,0.081,10756,P5
227,steps type abc click,0.081,10756,P5
228,profile wizard,0.113,24979,P5
228,profilewizard start,0.113,24979,P5
228,wizard profilemanager,0.113,24979,P5
228,wizard profilemanager start,0.113,24979,P5
228,profile wizard profilemanager start,0.113,24979,P5
229,tar,0.125,6141,P1
229,tar gz,0.085,6141,P1
230,error codes,0.096,13423,P4
230,error code,0.059,2875,P3
231,long running,0.095,21081,P5
231,run,0.089,10037,P2
232,xml,0.106,4267,P3
232,baseline xml,0.102,12939,P4
232,xml,0.101,5247,P3
233,tossed,0.132,15436,P4
233,thrown,0.104,16603,P4
234,folder does,0.163,10014,P1
234,links folder does,0.163,10014,P1
235,performance analysis,0.161,7189,P3
235,sufficient performance analysis,0.095,7189,P3
235,performance,0.092,6873,P1
236,modified,0.107,5579,P2
236,modify,0.1,3246,P3
237,createprocessinginstruction,0.104,16603,P4
237,document createprocessinginstruction,0.097,16603,P4
238,speed,0.118,7189,P3
238,slower,0.075,6873,P1
238,speed,0.058,12761,P4
239,xpinstall,0.172,10188,P2
239,xpinstall,0.158,10190,P2
239,xpinstall,0.139,9589,P2
239,xpinstall,0.101,10180,P2
240,ylong change qa,0.096,15731,P4
241,away pushed,0.163,10119,P1
241,pushing,0.096,7297,P3
242,obtain search,0.157,20276,P5
242,searching,0.052,12309,P4
243,smartdownload,0.211,5107,P3
243,smartdownload uncompression,0.15,5107,P3
243,smartdownload uncompression routine prepending,0.15,5107,P3
244,identifies,0.25,7378,P3
244,mis identifies,0.119,7378,P3
245,registry,0.099,13424,P5
245,registry related,0.095,7189,P3
246,download,0.106,10205,P2
246,download,0.079,10050,P2
247,auto proxy,0.122,7406,P2
247,auto proxy config,0.122,7406,P2
247,autoproxy,0.098,7406,P2
248,ebx ss 013f,0.074,101,P3
248,ebx ss 013f esp,0.074,101,P3
248,eflgs ebx ss 013f,0.074,101,P3
249,child selectors,0.073,2055,P5
249,selectors,0.063,6625,P2
250,news team,0.095,5247,P3
250,mail news team,0.095,5247,P3
250,newsgroup,0.075,12699,P5
251,respect style context,0.077,15284,P4
252,marek,0.198,20418,P5
252,marek,0.094,7640,P2
253,template,0.098,23207,P5
254,links machines,0.163,10014,P1
254,related links machines,0.163,10014,P1
255,hyphen,0.085,9101,P2
255,hyphens,0.077,9101,P2
255,soft hyphen,0.076,9101,P2
255,soft hyphens,0.069,9101,P2
255,hyphenation,0.069,9101,P2
256,msg,0.127,6565,P3
256,msg,0.085,7406,P2
257,campers changed qa,0.248,7228,P3
257,happy campers changed qa,0.248,7228,P3
258,changing qa,0.166,7228,P3
258,accept changing qa,0.096,15731,P4
259,transitions,0.071,12761,P4
259,pseudo transitions,0.053,12761,P4
260,remind,0.079,12752,P5
261,myclass,0.091,13424,P5
262,a11y state,0.183,10026,P4
262,a11y state change,0.108,10026,P4
263,cpp,0.126,11557,P5
263,cpp line,0.116,5577,P2
263,cpp line,0.051,7799,P1
264,stamping,0.352,11417,P5
265,lang,0.199,15731,P4
265,lang,0.062,1995,P4
265,languages,0.045,9101,P2
266,ieee,0.083,2055,P5
267,parent,0.154,15083,P4
267,parent child relationship,0.132,15083,P4
268,george,0.117,6515,P3
268,ask george,0.117,6515,P3
269,additional,0.111,20418,P5
270,start profiling,0.051,7251,P3
270,profiling data,0.051,7251,P3
270,start profiling data,0.051,7251,P3
271,treatment accepting,0.096,15731,P4
271,special treatment accepting,0.096,15731,P4
272,stack dump,0.108,101,P3
272,stacks,0.077,7251,P3
273,block frame,0.142,10140,P1
273,frame,0.1,18287,P5
273,frameset,0.039,2800,P3
274,ability,0.168,20418,P5
274,ability,0.146,5148,P3
275,viewer reassigning,0.117,6515,P3
276,libjar,0.15,5107,P3
277,list,0.134,11417,P5
277,list item,0.123,3246,P3
277,li list,0.097,2055,P5
277,li list item,0.097,2055,P5
277,li list item li,0.083,2055,P5
277,item li list item,0.083,2055,P5
277,list item li list,0.083,2055,P5
278,widgettoscreen,0.152,10016,P1
278,widgettoscreen 47,0.152,10016,P1
278,nswindow widgettoscreen 47,0.152,10016,P1
278,widgettoscreen 47 nswindow,0.134,10016,P1
278,nswindow widgettoscreen 47 nswindow,0.134,10016,P1
278,widgettoscreen 47 nswindow widgettoscreen,0.134,10016,P1
278,47 nswindow widgettoscreen 47,0.134,10016,P1
279,ari,0.059,2875,P3
280,arrows,0.105,17089,P4
281,paragraph,0.052,2056,P3
282,available space ins quite,0.155,13827,P5
282,space ins quite right,0.155,13827,P5
283,accurate reassign,0.147,11444,P4
283,fine reassigning,0.099,11427,P4
284,renumbering,0.211,3246,P3
284,list renumbering,0.186,3246,P3
284,renumbering happens,0.089,3246,P3
284,list renumbering happens,0.089,3246,P3
285,encoding,0.133,7640,P2
285,encoded,0.098,7640,P2
286,widgets menus,0.104,14903,P4
286,toolkit widgets menus xp,0.104,14903,P4
286,xp toolkit widgets menus,0.104,14903,P4
287,ext,0.098,23207,P5
287,original ext,0.08,23207,P5
288,progid,0.103,13424,P5
289,option disappears,0.155,13827,P5
289,browser option disappears,0.155,13827,P5
290,etp,0.108,11229,P4
291,start,0.13,24979,P5
291,begins,0.108,10205,P2
292,movewelcomeicon,0.057,12761,P4
293,urls 255,0.146,2864,P3
293,urls 255 characters,0.146,2864,P3
294,report serves,0.139,9673,P2
295,scaling,0.052,4821,P1
295,scaled,0.044,4821,P1
295,scale,0.044,4821,P1
296,evaluation,0.147,12699,P5
297,text mail,0.09,7640,P2
297,plain text mail,0.09,7640,P2
298,cursor,0.149,13093,P5
298,cursor,0.148,6565,P3
298,cursors,0.135,6565,P3
298,cursor changes,0.119,13093,P5
298,change cursor,0.119,13093,P5
298,selection cursor,0.096,13093,P5
299,engineering groups,0.248,7228,P3
300,needinfo,0.13,3246,P3
301,95 service pack,0.134,10037,P2
301,windows 95 service,0.134,10037,P2
301,windows 95 service pack,0.134,10037,P2
302,xul file chrome messenger,0.139,10253,P1
302,localizable xul file chrome,0.139,10253,P1
303,invisible,0.107,13831,P4
304,garbled,0.108,12752,P5
305,add adapters,0.126,10217,P1
305,issue add adapters,0.126,10217,P1
306,nsappcoresmanager,0.182,7439,P3
306,nsappcoresmanager shutdown,0.182,7439,P3
307,runtime working,0.088,18287,P5
308,obtain,0.157,20276,P5
309,section keys,0.089,15853,P4
310,jimmy,0.107,5579,P2
310,jimmy,0.1,5577,P2
311,strict,0.1,11229,P4
312,cpu,0.069,12761,P4
312,cpu usage,0.057,12761,P4
313,check cer lang left,0.096,15731,P4
314,poll,0.055,7251,P3
315,typing,0.129,6565,P3
315,typing,0.067,6053,P2
316,extra word,0.132,15083,P4
317,metadata,0.083,24125,P5
317,metadata,0.07,1995,P4
318,donna,0.104,14903,P4
319,naming,0.075,23207,P5
320,selection offsets,0.137,10756,P5
321,merge fenix closes fall,0.157,20276,P5
322,rules,0.08,6625,P2
322,rules,0.078,11824,P4
323,yields premature,0.087,17092,P4
324,dhtml,0.068,12761,P4
324,dhtml performance,0.053,12761,P4
325,second testcase,0.108,12752,P5
325,testcase,0.104,3246,P3
325,testcase,0.098,15116,P4
325,testcase displays,0.096,15731,P4
326,character err,0.115,16603,P4
327,networking,0.096,9897,P2
327,network,0.085,10050,P2
328,rdf initialization,0.227,7189,P3
328,initialize rdf,0.161,7189,P3
329,updateview,0.158,10261,P1
329,updateview function,0.093,10261,P1
330,tinderbox,0.124,12939,P4
331,mtest,0.105,1021,P1
331,08 mtest,0.085,1021,P1
332,createentityreference,0.104,16603,P4
332,document createentityreference,0.097,16603,P4
333,triggering,0.107,5579,P2
334,interesting unfortunately,0.117,6515,P3
335,binary,0.188,10190,P2
335,binary data,0.175,10190,P2
336,m10 task,0.139,9673,P2
336,m10 tasks adding,0.139,9673,P2
337,cavalier,0.099,11427,P4
338,pagedown,0.079,27771,P5
339,link element,0.038,2800,P3
339,link elements,0.038,2800,P3
340,perl,0.088,12939,P4
341,beam,0.135,13093,P5
342,generated content,0.108,13068,P4
343,uudecode,0.102,12939,P4
344,controller,0.076,27771,P5
345,restriction,0.095,2864,P3
345,restrictions,0.085,2864,P3
346,spec mac exceptions,0.089,15853,P4
346,installer spec mac exceptions,0.089,15853,P4
347,data class parcelable fenix,0.108,10026,P4
348,getbasewindowfromwindow,0.068,21081,P5
349,numbers,0.164,15083,P4
349,add number,0.108,10026,P4
349,numbers,0.076,6873,P1
350,original file,0.087,23207,P5
351,rtf,0.131,12230,P5
352,group headings,0.162,12230,P5
353,settextproperty,0.17,10756,P5
354,nsresult,0.107,13423,P4
354,const nsresult,0.096,13423,P4
355,xpfe engineer,0.147,11444,P4
355,appropriate xpfe engineer,0.147,11444,P4
356,key,0.108,10158,P1
356,keys,0.067,27771,P5
357,pointer,0.112,13093,P5
358,windows ver,0.053,1995,P4
359,ins quite right,0.155,13827,P5
360,mhz,0.102,13831,P4
360,mhz p2 96 mb,0.091,13831,P4
360,266 mhz,0.091,13831,P4
360,mhz,0.084,17089,P4
361,file type native windows,0.073,10050,P2
361,file types,0.066,4252,P3
362,launch hey,0.11,10245,P2
362,launch,0.099,5563,P3
363,composer,0.087,15284,P4
364,codes,0.121,13423,P4
365,implement signed scripts entering,0.149,7270,P3
365,arch implement signed scripts,0.149,7270,P3
366,i18n dependencies,0.248,7228,P3
367,meta,0.232,11417,P5
367,meta,0.08,12699,P5
368,hip deep,0.085,13423,P4
369,md4,0.054,23679,P5
370,iis,0.054,23679,P5
371,threads,0.084,6873,P1
371,various threads,0.073,6873,P1
372,swap foreground,0.152,15286,P4
373,blank browser,0.122,7406,P2
373,blank browser window,0.122,7406,P2
374,display run,0.085,2056,P3
375,netlib thread,0.1,9041,P1
375,netlib,0.098,2652,P2
376,dns,0.09,2875,P3
377,rfe ability,0.103,20418,P5
377,rfe,0.072,16959,P5
378,signon,0.174,9041,P1
378,single signon,0.165,9041,P1
378,signons,0.1,9041,P1
379,list 10,0.077,12230,P5
380,end tags,0.098,13068,P4
381,70s,0.104,14903,P4
382,redundancy,0.121,4267,P3
383,forward history,0.048,18808,P5
384,password dialog,0.254,10119,P1
384,password dialog box starts,0.163,10119,P1
385,host,0.086,8705,P2
385,host,0.063,2875,P3
385,hostname,0.062,2875,P3
386,genmodulebase,0.119,13423,P4
387,pop folders,0.073,6873,P1
387,loading pop folders,0.073,6873,P1
388,nt sp5,0.141,10119,P1
388,nt5,0.068,12309,P4
389,necko landing right,0.163,10119,P1
389,necko,0.122,2652,P2
389,necko responsibility,0.105,2652,P2
389,post necko,0.105,2652,P2
389,necko,0.103,9041,P1
389,necko lands,0.102,9041,P1
389,necko,0.095,9897,P2
389,necko,0.092,10276,P1
390,authentication,0.056,23679,P5
390,auth,0.056,23679,P5
390,authenticate,0.052,23679,P5
390,www authenticate,0.046,23679,P5
390,authorization,0.045,23679,P5
391,routine prepending sd,0.15,5107,P3
391,uncompression routine prepending sd,0.15,5107,P3
392,displays,0.07,12752,P5
393,createattribute,0.078,16603,P4
394,mccabe,0.184,5416,P4
394,mccabe,0.113,13423,P4
395,chars lang,0.163,15731,P4
395,latin1 chars lang,0.096,15731,P4
395,latin chars lang,0.096,15731,P4
396,mailnews,0.135,11557,P5
396,mailnews mime,0.134,11557,P5
397,explicitly changed,0.113,24979,P5
398,nsblockframe,0.123,3246,P3
398,nsblockframe cpp,0.072,10207,P2
399,tooltip,0.147,10016,P1
399,tooltips,0.089,10016,P1
399,tooltips,0.068,1995,P4
399,tooltip,0.067,1995,P4
400,longer netscape changing,0.217,7229,P3
400,netscape changing qa,0.217,7229,P3
400,longer netscape changing qa,0.217,7229,P3
401,case image,0.097,24126,P5
402,tabs fenix,0.096,15116,P4
402,pwa tabs fenix,0.096,15116,P4
403,html4 support,0.097,24126,P5
404,general ini section parsing,0.089,15853,P4
405,widget set,0.103,7297,P3
405,widget set,0.096,6647,P3
406,seperate,0.117,10050,P2
406,separating,0.095,21081,P5
407,repaint,0.112,21081,P5
407,painting,0.069,21081,P5
408,rendered,0.127,11427,P4
408,renders,0.11,11229,P4
409,dtds,0.15,10341,P1
409,dtd,0.093,11229,P4
410,agent pref,0.089,6117,P1
410,user agent pref,0.089,6117,P1
411,sidestep,0.108,7439,P3
411,neatly sidestep,0.108,7439,P3
412,chromium,0.069,27771,P5
413,body,0.132,6565,P3
414,sidebar,0.143,10217,P1
414,sidebar,0.1,10341,P1
415,popups,0.098,7297,P3
415,popup,0.087,7297,P3
416,localizable xul file,0.139,10253,P1
416,xul localizable,0.139,10253,P1
416,non localizable xul,0.139,10253,P1
416,xul non localizable xul,0.139,10253,P1
417,source window,0.09,13068,P4
418,shouldn work completely,0.088,18287,P5
419,tall image,0.155,13827,P5
420,selectable items,0.131,12230,P5
421,button css,0.073,11824,P4
421,communicator button css,0.073,11824,P4
422,xul,0.226,10253,P1
422,xul non,0.139,10253,P1
422,xul,0.111,4267,P3
422,xul css,0.068,6625,P2
423,browser option,0.155,13827,P5
423,default browser option,0.155,13827,P5
424,control,0.086,1859,P5
425,sp5 changing summary,0.132,15436,P4
425,winnt4 sp5 changing summary,0.132,15436,P4
426,foomodule,0.085,13423,P4
427,apath,0.113,13424,P5
427,location apath,0.091,13424,P5
428,comm,0.138,14903,P4
428,comm opt,0.088,21827,P5
429,netscape confidential,0.158,5148,P3
429,netscape confidential,0.138,5107,P3
430,expand sz,0.175,10190,P2
430,reg expand sz,0.175,10190,P2
430,example reg expand sz,0.103,10190,P2
431,onkeypress,0.181,10158,P1
431,keypress keyup,0.086,10158,P1
432,summary field,0.118,5107,P3
432,summary field removing extraneous,0.11,10245,P2
433,textarea,0.089,8014,P1
433,textarea,0.073,27771,P5
434,makefile,0.136,12939,P4
435,18 00,0.103,20418,P5
436,right click,0.043,18808,P5
437,nsipluginmanger geturl,0.117,6515,P3
437,calling nsipluginmanger geturl,0.117,6515,P3
438,application support,0.066,4252,P3
439,apps html dialogs,0.163,10119,P1
439,xp apps html,0.163,10119,P1
439,xp apps html dialogs,0.163,10119,P1
440,beta2,0.09,9589,P2
440,beta2,0.075,9897,P2
440,beta3,0.063,6625,P2
441,getcontent aselement islink,0.096,13093,P5
442,xlink,0.064,1995,P4
442,xlink title,0.056,1995,P4
443,mathml,0.071,10207,P2
444,webkit,0.068,2056,P3
445,parent window,0.052,18808,P5
445,child window,0.044,18808,P5
446,rjc,0.104,2864,P3
447,getdragstate,0.096,13093,P5
448,nss,0.05,23679,P5
449,macintosh save,0.147,11444,P4
450,netscape en unix shouldn,0.119,7378,P3
451,appleevents,0.093,4252,P3
451,appleevent,0.082,4252,P3
452,damn cnn,0.117,6515,P3
453,selection,0.144,15286,P4
453,selection,0.122,13093,P5
453,selecting,0.093,13093,P5
453,select,0.053,12309,P4
454,m11 moving,0.108,11557,P5
454,m11 works correctly,0.088,18287,P5
455,focus pseudo class,0.084,1859,P5
456,dotted,0.14,1515,P2
456,dotted borders,0.139,1515,P2
456,dotted,0.111,1859,P5
456,dotted,0.096,6647,P3
456,dotted line,0.084,1859,P5
457,generror,0.085,13423,P4
458,thread pane,0.198,20418,P5
458,thread pane,0.084,6873,P1
459,context settings,0.077,15284,P4
459,style context settings,0.077,15284,P4
460,easily confused,0.132,15083,P4
461,hardware,0.068,12309,P4
462,context menus,0.154,7297,P3
462,native context menus,0.147,7297,P3
463,architectural work,0.149,7270,P3
463,fundamental architectural work,0.149,7270,P3
464,shutdown,0.241,10321,P2
464,shutdown,0.186,7439,P3
464,shutdown messenger,0.095,10321,P2
465,putting paw,0.11,10245,P2
466,border style,0.1,10016,P1
466,border,0.1,6647,P3
466,border,0.083,1515,P2
467,nsifilespec,0.108,11557,P5
467,nsifilespec idl,0.108,11557,P5
468,screen,0.105,14903,P4
469,ship beta,0.132,17165,P4
470,moi la deluge merci,0.077,12230,P5
471,dll necko,0.141,10342,P2
471,necko dll,0.113,10342,P2
471,dll necko dll,0.113,10342,P2
472,ver,0.064,1995,P4
473,layout base src nsframeimageloader,0.083,10083,P1
473,base src nsframeimageloader cpp,0.083,10083,P1
474,pref network proxy http,0.125,10276,P1
474,user pref network proxy,0.125,10276,P1
475,altgr,0.09,6053,P2
475,altgr key,0.067,6053,P2
476,news networking,0.105,2652,P2
476,mail news networking,0.105,2652,P2
477,window means,0.04,18808,P5
478,file chrome,0.139,10253,P1
478,file chrome messenger content,0.139,10253,P1
479,refactoring,0.092,4267,P3
480,hold,0.109,21827,P5
481,xptoolkit xpwidget,0.108,10026,P4
482,navigation,0.042,2800,P3
483,premature scroll bar,0.087,17092,P4
484,tgz,0.196,9897,P2
484,download tgz,0.14,9897,P2
484,download tgz file,0.113,9897,P2
484,tgz files,0.113,9897,P2
485,max element,0.164,10140,P1
485,max element size,0.133,10140,P1
486,unix shouldn,0.119,7378,P3
486,unix,0.061,12309,P4
487,agent string,0.143,6117,P1
487,user agent string,0.143,6117,P1
488,scrolling disabled,0.149,21827,P5
489,issue set,0.155,13827,P5
490,exhibit,0.053,12761,P4
491,ui spec,0.055,1995,P4
492,native context,0.147,7297,P3
493,samba,0.047,23679,P5
494,ns style user modify,0.131,15284,P4
495,xhtml,0.135,4267,P3
495,xml xhtml,0.106,4267,P3
496,change pushed,0.157,20276,P5
497,title attribute,0.063,1995,P4
498,text frames,0.088,15116,P4
499,page title,0.096,23207,P5
499,title html,0.08,23207,P5
499,page title html,0.08,23207,P5
500,nt xp,0.051,12309,P4
501,selected option,0.077,12230,P5
501,selected option drawn,0.077,12230,P5
502,anymore,0.159,7252,P3
503,trivia sake,0.139,35,P3
504,chapter,0.045,2800,P3
505,span,0.049,9458,P1
506,quit,0.137,10321,P2
507,buzilla,0.149,7270,P3
508,level,0.204,11417,P5
509,nsnull aview null view,0.093,10261,P1
510,idl,0.088,13424,P5
511,mats,0.096,6647,P3
512,recorded,0.11,10245,P2
513,min,0.093,17092,P4
514,ui add,0.157,20276,P5
515,skin work,0.085,1021,P1
516,available shortly,0.149,7270,P3
517,box handy,0.099,11427,P4
518,workaround,0.087,10756,P5
519,00 950a,0.134,10037,P2
519,00 950,0.134,10037,P2
520,spawned,0.041,18808,P5
521,shy,0.081,9101,P2
522,test suite compliance,0.071,1515,P2
523,nitpick,0.139,10188,P2
524,independent,0.1,10140,P1
525,jay,0.163,10014,P1
526,clsid,0.089,13424,P5
527,akkana,0.095,13068,P4
528,des,0.043,23679,P5
529,layout constraints,0.139,10188,P2
530,api,0.093,9589,P2
531,clipboard,0.1,13068,P4
531,clipboard,0.067,8427,P2
532,middle,0.1,21827,P5
533,public,0.118,5148,P3
534,embed,0.073,1156,P1
535,default,0.094,7229,P3
535,set default,0.073,7568,P1
536,replay,0.137,10756,P5
537,iterators,0.098,13068,P4
538,area instead,0.108,10026,P4
539,gated,0.163,10119,P1
540,instead returned,0.078,16603,P4
541,match,0.096,12230,P5
542,wallet,0.141,9041,P1
543,sun firewall,0.117,6515,P3
544,graphical,0.086,24125,P5
545,toolbar,0.106,21827,P5
545,toolbar behavior,0.096,15116,P4
545,toolbar,0.084,7297,P3
545,toolbar,0.047,2800,P3
545,link toolbar,0.045,2800,P3
545,toolbars,0.043,2800,P3
546,deprecated,0.078,2055,P5
547,stupid error,0.078,16603,P4
547,correct stupid error,0.078,16603,P4
548,undo,0.19,5563,P3
549,standard mode,0.115,11229,P4
550,main iteration,0.1,10016,P1
550,main iteration,0.094,7568,P1
551,item viewholders,0.126,10217,P1
552,document body style,0.04,4821,P1
553,called twice,0.161,10321,P2
554,specific,0.082,10180,P2
555,text pull,0.098,5563,P3
556,ticket,0.057,9412,P1
557,method,0.086,4267,P3
558,password,0.116,9041,P1
558,username password,0.114,9041,P1
559,ascale,0.04,4821,P1
560,remarking,0.085,1021,P1
561,geckoautocompletestoragedelegate,0.133,10140,P1
562,bogus clearing,0.098,5563,P3
563,gfx text,0.106,4722,P1
564,unusable,0.134,10119,P1
565,nsidombaseappcore,0.182,7439,P3
566,sspi,0.054,23679,P5
567,valeski,0.1,7406,P2
568,html metabug,0.097,24126,P5
569,easy way,0.086,10158,P1
570,scott work,0.108,7439,P3
571,tree scrolls,0.183,10026,P4
572,breaking,0.057,9101,P2
573,viewing pleasure,0.086,10158,P1
574,oji,0.182,6515,P3
574,oji,0.104,9897,P2
575,press,0.145,21827,P5
576,mis,0.186,7378,P3
577,266,0.091,13831,P4
578,home httpd html,0.102,12939,P4
579,custom,0.053,9412,P1
580,nsobjectloadingcontent,0.069,1156,P1
581,critical,0.083,7297,P3
582,m10 damn cnn removed,0.117,6515,P3
583,p2 enhancement,0.139,9673,P2
584,safari,0.052,2056,P3
585,rick 1w,0.125,10276,P1
586,cancel button,0.204,10205,P2
587,positioning,0.176,15436,P4
588,key html,0.086,10158,P1
589,cfg,0.11,6117,P1
590,event viewer,0.086,10158,P1
591,destinctive,0.132,15083,P4
592,annoyed usually available,0.113,24979,P5
593,live,0.084,9589,P2
594,evena,0.089,15853,P4
595,closing useless,0.248,7228,P3
595,appropriate closing useless,0.248,7228,P3
596,watching,0.171,7229,P3
597,eip,0.108,101,P3
597,eip,0.054,7799,P1
597,eip ff,0.05,7799,P1
598,nseventstatemanager,0.174,11824,P4
599,stranger,0.095,10321,P2
600,behaviour spec,0.072,8131,P2
601,mlines,0.101,10207,P2
602,resummarizing,0.098,8014,P1
603,ready,0.09,6647,P3
604,known ahead,0.155,13827,P5
605,res samples,0.172,10341,P1
606,keyword server,0.059,2875,P3
607,bluejay,0.059,2875,P3
608,service creates,0.095,7189,P3
609,setattr,0.053,1156,P1
610,structs,0.242,5416,P4
611,content type,0.089,7406,P2
612,did intend,0.139,9673,P2
613,requestor,0.095,21081,P5
614,previous,0.149,7252,P3
615,intended,0.105,15286,P4
616,dont,0.128,10245,P2
617,patch v0,0.058,1156,P1
618,design decision,0.108,10205,P2
619,margin 1em,0.064,6625,P2
620,autocomplete,0.133,10140,P1
621,unless qa,0.139,10188,P2
622,verfied,0.132,15436,P4
623,crash,0.08,10016,P1
624,string smrtupdt,0.082,10180,P2
625,resize browser,0.086,17089,P4
625,resize browser window,0.086,17089,P4
626,gzip,0.088,12939,P4
627,page loading communicator,0.074,101,P3
628,deleted feature,0.149,7270,P3
629,inquiry,0.057,9412,P1
630,mcom,0.085,7406,P2
631,bmw,0.09,7640,P2
632,var,0.093,21081,P5
633,gif,0.084,10083,P1
634,founder,0.055,2056,P3
635,copy operation,0.086,4722,P1
636,expanding,0.109,10140,P1
637,help roll,0.278,7252,P3
638,visited,0.078,6625,P2
639,app,0.058,4252,P3
640,email talked,0.103,10190,P2
641,copyright,0.038,2800,P3
642,os field,0.059,12309,P4
643,vectra vl,0.091,13831,P4
644,objecturichanged,0.056,1156,P1
645,m9 feel free,0.139,10253,P1
646,reappears,0.099,11427,P4
647,extraction,0.1,10205,P2
648,mozillazine page,0.083,10083,P1
649,bonsai,0.088,12939,P4
650,lets,0.104,5579,P2
650,lets,0.102,7189,P3
651,idiot,0.119,7297,P3
652,dashed,0.103,6647,P3
653,ascent,0.122,10207,P2
654,gimp works fine reassigning,0.099,11427,P4
655,nsichannel,0.105,2652,P2
656,nscssframeconstructor,0.055,7251,P3
657,href foo html,0.097,24126,P5
658,movegeckoicon,0.06,12761,P4
659,listed,0.069,12699,P5
660,shrink,0.106,17092,P4
661,machines,0.095,10037,P2
662,usual according,0.108,7439,P3
663,classification,0.082,9412,P1
664,experiment fenix,0.139,10188,P2
665,messenger content default,0.139,10253,P1
665,chrome messenger content default,0.139,10253,P1
666,plugins,0.101,5577,P2
666,plugin,0.051,1156,P1
667,unused,0.049,1156,P1
668,gtk signal connect object,0.09,7568,P1
669,truncated,0.104,2864,P3
670,head,0.098,10180,P2
671,anotify,0.058,1156,P1
672,terminated,0.098,5563,P3
673,bugscape,0.139,15853,P4
674,addressee,0.182,6565,P3
674,addressee line,0.147,6565,P3
675,protocol,0.099,2652,P2
676,work,0.077,7228,P3
677,globaloverlay,0.161,10321,P2
678,closes fall,0.157,20276,P5
679,icab,0.039,2800,P3
680,hover style,0.119,13093,P5
681,map element,0.082,8131,P2
682,code incorrectly m10 reassigning,0.073,11824,P4
683,file followup,0.069,1156,P1
684,bndl,0.066,4252,P3
685,passed,0.112,5416,P4
686,710,0.072,12761,P4
687,webshell,0.09,8705,P2
688,cell,0.074,10207,P2
689,automated attack programs,0.119,7378,P3
690,tmpl,0.053,9412,P1
691,dispatching,0.097,5247,P3
692,general,0.154,7252,P3
693,troublesome,0.132,15083,P4
694,impersonates,0.091,13424,P5
695,workflow,0.163,10119,P1
696,wizard,0.113,5107,P3
697,vendorcomment,0.089,6117,P1
698,gfx widgets enabled,0.084,1859,P5
699,00 customer wants ability,0.103,20418,P5
700,jsinterp,0.05,7799,P1
701,mail did,0.095,5247,P3
702,xif,0.085,8427,P2
703,different platforms react,0.086,10158,P1
704,arg,0.056,1156,P1
705,goback goforward,0.147,11444,P4
706,leaks,0.139,35,P3
707,percentage,0.094,8705,P2
708,putting,0.11,10245,P2
709,cubicle,0.132,17165,P4
710,window history,0.04,18808,P5
711,netkeeping seal,0.106,12699,P5
712,corners,0.089,1515,P2
713,row,0.159,10026,P4
714,instantiate,0.066,1156,P1
715,ktlint,0.126,12939,P4
716,blockquote,0.072,12309,P4
717,getinstallorder,0.139,10188,P2
718,content sinks,0.149,4267,P3
719,numbers mean moving,0.139,10188,P2
720,sites,0.092,10342,P2
721,ascii data,0.104,9897,P2
722,address book window,0.108,10026,P4
723,browser yields premature,0.087,17092,P4
724,legal,0.053,9412,P1
725,bucket,0.217,7229,P3
725,bit bucket,0.217,7229,P3
726,components close add optional,0.147,11444,P4
727,control panel,0.067,6053,P2
728,linktag,0.044,2800,P3
729,line terminated data,0.098,5563,P3
730,wbr,0.048,9101,P2
731,gtk,0.104,7568,P1
732,multiselect,0.072,12309,P4
733,functions,0.154,10188,P2
734,submited,0.139,35,P3
735,directory listing,0.08,6141,P1
736,course defeats,0.132,17165,P4
737,chrome urls,0.15,10341,P1
738,menu behavior lower,0.099,11427,P4
739,fetch,0.072,10207,P2
740,force,0.077,21081,P5
741,gtk selection data,0.073,7568,P1
742,test8,0.085,1021,P1
743,download html,0.087,23207,P5
744,10 pt,0.162,12230,P5
745,redo,0.144,5563,P3
746,quantify,0.204,7189,P3
747,original subject,0.106,12699,P5
748,tonewcstring,0.075,8427,P2
749,nsstopwatch putting,0.11,10245,P2
750,hooking,0.099,4722,P1
751,xul xml,0.106,4267,P3
751,xul xml xhtml,0.106,4267,P3
752,winnt4 sp5,0.132,15436,P4
752,winnt4 sp5 changing,0.132,15436,P4
753,communicator,0.088,101,P3
754,feature complete,0.127,10180,P2
755,treat,0.084,6647,P3
756,major,0.098,6647,P3
757,editorsetselectionfromoffset,0.17,10756,P5
758,nstimergtk,0.083,10083,P1
759,dpi,0.06,4821,P1
760,15th retarget,0.149,7270,P3
761,ptr,0.158,5416,P4
762,include help,0.119,7297,P3
763,longer promising,0.149,7270,P3
764,js invoke,0.083,7568,P1
765,ttbox,0.039,2800,P3
766,sched,0.108,10276,P1
767,time,0.074,7229,P3
768,real problem,0.129,18287,P5
769,type native,0.073,10050,P2
770,blink,0.166,15116,P4
770,blinking,0.147,6565,P3
771,const,0.126,13423,P4
772,comctl32,0.234,10037,P2
772,comctl32 dll,0.234,10037,P2
773,discontiguous selection,0.113,8014,P1
